site_no,min_date,max_date,lam1Obs,tau2Obs,tau3Obs,tau4Obs,ar1Obs,amplitudeObs,phaseObs,med_flowObs,cv_flowObs,cv_dailyObs,flow_10Obs,flow_25Obs,flow_50Obs,flow_75Obs,flow_90Obs,flow_15Obs,ma1_mean_disc,ma2_median_disc,ma3_mean_annual_var,ma4,ma5_skew,ma6,ma7,ma8,ma9,ma10,ma11,ma12_jan_mean,ma13_feb_mean,ma14_mar_mean,ma15_apr_mean,ma16_may_mean,ma17_june_mean,ma18_july_mean,ma19_aug_mean,ma20_sep_mean,ma21_oct_mean,ma22_nov_mean,ma23_dec_mean,ma24_jan_var,ma25_feb_var,ma26_mar_var,ma27_apr_var,ma28_may_var,ma29_jun_var,ma30_july_var,ma31_aug_var,ma32_sep_var,ma33_oct_var,ma34_nov_var,ma35_dec_var,ma36,ma37_var_across_months,ma38,ma39_monthly_std_dev,ma40_monthly_skewness,ma41,ma42,ma43,ma44,ma45,ml1,ml2,ml3,ml4,ml5,ml6,ml7,ml8,ml9,ml10,ml11,ml12,ml13_min_monthly_var,ml14_min_annual_flow,ml15,ml16,ml17,ml18,ml19,ml20,ml21,ml22,mh1,mh2,mh3,mh4,mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14_med_annual_max,mh15,mh16_high_flow_index,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26_high_peak_flow,mh27,fl1_low_flood_pulse,fl2_low_pulse_var,fl3,fh1_high_pulse_count,fh2_high_pulse_var,fh3_high_pulse_count_three,fh4_high_pulse_count_seven,fh5,fh6,fh7,fh8,fh9,fh10,fh11,dl1_min_daily_flow,dl2_min_3_day_avg,dl3,dl4_min_30_day_avg,dl5_min_90_day_avg,dl6_min_flow_var,dl7,dl8,dl9_min_30_day_var,dl10_min_90_day_var,dl11,dl12,dl13,dl14,dl15,dl16,dl17,dl18_zero_flow_days,dl19,dl20,dh1,dh2,dh3,dh4,dh5_max_90_day_avg,dh6,dh7,dh8,dh9,dh10_max_90_day_var,dh11,dh12,dh13,dh14,dh15,dh16,dh17,dh18,dh19,dh20,dh21,dh22,dh23,dh24,ta1,ta2,ta3,tl1_min_flow_julian_day,tl2_min_julian_var,tl3,tl4,th1_max_flow_julian_day,th2_max_julian_var,th3,ra1_rise_rate,ra2_rise_rate_var,ra3_fall_rate,ra4_fall_rate_var,ra5,ra6,ra7,ra8,ra9,comment
CF294,10/1/88,9/30/14,8.7,0.62,0.59,0.46,0.06,0.09,-1.01,7.98,0.4,2.11,0.87915,1.97375,4.5285,8.3015,15.81,1.252,8.7,4.53,195.03,103.58,1.92,17.99,6.03,4.21,3.3,1.79,1.4,10.59,9.66,12.07,10.48,7.74,7.96,6.87,6.86,9.43,7.55,7.66,7.67,149,125,135,125,140,140,148,175,187,168,170,139,5.31,0.99,2.05,71.79,0.2,0.01,2.23,0.39,1.05,0.09,3.84,4.55,4.68,3.89,2.36,2.02,2.02,1.84,1.83,1.84,2.22,3.11,96.78,0.05,0.03,0.05,0.06,70.17,3.08,0.43,141.31,0,79.59,62.17,92.18,72.48,59.24,50.57,49.99,65.37,86.54,64.84,65.49,49.29,91.24,39.64,19.21,3.49,1.83,8.45,-0.09,0.28,16.88,9.69,10.86,7.24,10.82,16.81,8.59,16.42,51.7,16.5,30.08,22.53,45.04,16.15,26.08,25.77,13.69,30.08,16.54,3.27,0.62,0.33,0.41,0.6,1.82,3.77,141.2,119.95,92.05,115.42,66.38,0.07,0.13,0.4,0.44,0.19,5.66,36.59,0,0,0,184.82,85.91,45.21,21.4,14.28,43.45,49.94,43.23,38.04,39.07,40.81,9.98,4.73,2.5,2.39,111.87,14.14,1.66,1.16,3.59,36.52,67.71,2,243.44,0.15,24.5,0.38,273.56,53.77,0.19,0.01,16.86,80.5,0.35,10.75,249.66,5.28,347.72,0.33,0.36,0.12,157.69,7.3,
CF297,10/1/88,9/30/14,0.81,0.58,0.48,0.35,0.05,0.16,-1.08,0.7,0.49,1.9,0.048315,0.1677,0.4972,0.968425,1.583,0.08279,0.81,0.5,165.78,90.76,1.62,32.79,8.84,5.78,3.07,1.95,1.6,1.03,0.98,1.24,1.12,0.78,0.64,0.54,0.63,0.83,0.63,0.67,0.71,110,83,99,90,105,103,132,162,174,146,152,113,5.91,1.29,2.35,82.05,0.26,0.01,2.9,0.57,1.36,0.17,0.48,0.6,0.64,0.55,0.32,0.23,0.21,0.2,0.23,0.21,0.23,0.36,110,0.05,0.03,0.04,0.05,74.32,3.16,0.58,123.86,0,6.11,4.38,7.84,5.85,4.39,2.87,3.32,5.59,7.4,4.34,4.89,3.27,118.07,30.26,13.82,3.17,1.94,22.25,-0.23,0.23,17.33,9.29,9.73,5.56,9.73,16.11,7.34,15,63.25,30.54,19.73,28.4,40.27,8.92,19.92,16.04,7.88,19.73,15.12,4.12,0.77,0.03,0.03,0.04,0.13,0.28,114.17,123.92,105.92,116.2,96.44,0.06,0.08,0.26,0.34,0.1,5.59,36.72,0,0,0,16.04,7.07,3.78,1.95,1.38,58.94,61.56,51.62,44.88,46.56,32.26,7.6,3.92,2.72,3.71,121.82,12.34,2.45,1.11,5.76,39.31,58.29,2,215.33,0.73,74.11,0.35,278.61,57.35,0.18,0.01,174.8,79.52,0.3,0.64,338.26,0.37,432.18,0.37,0.16,0.09,157.38,8.15,
CF298,10/1/88,9/30/14,3.84,0.62,0.56,0.42,0.05,0.12,-1.07,3.44,0.45,2.11,0.2371,0.741075,2.09,3.98525,7.275,0.372675,3.84,2.09,190.37,100.24,1.84,30.74,8.67,5.38,3.37,1.94,1.55,4.79,4.43,5.63,4.95,3.52,3.3,2.82,2.98,4.06,3.07,3.25,3.32,139,115,127,116,137,135,153,181,191,177,179,137,5.54,1.05,2.16,77.43,0.19,0.01,2.58,0.42,1.15,0.12,1.85,2.27,2.37,2,1.15,0.86,0.82,0.77,0.81,0.75,0.92,1.39,109.82,0.03,0.02,0.03,0.04,81.02,1.93,0.46,149.67,0,34.36,26.03,42.04,31.91,25.93,19.77,20.15,28.31,36.91,25.9,27.69,19.32,99.93,38.98,18.1,3.48,1.91,11.19,-0.24,0.25,17.09,9.75,11.02,6.7,10.53,17.01,8.14,15.92,50.99,29.65,28.04,25.53,46.15,13.81,24.62,22.96,11.65,28.04,15.92,3.31,0.69,0.09,0.12,0.17,0.71,1.51,150.41,127.5,107.28,129.88,80.47,0.04,0.08,0.34,0.35,0.11,5.72,26.51,0,0,0,82.17,37.26,19.63,9.44,6.42,47.72,53.44,46.18,41.54,43.1,39.32,9.39,4.52,2.7,2.73,156.55,11.44,1.94,1.17,4.32,31.97,67.79,2,239.22,0.16,26.09,0.39,279.17,51.36,0.18,0.01,66.27,78.07,0.32,4.33,270.95,2.21,366.69,0.34,0.34,0.13,156.96,8.11,
CF299,10/1/88,9/30/14,0.49,0.8,0.75,0.57,0.06,0.04,-0.93,0.46,0.34,2.97,0.01644,0.039235,0.08611,0.262425,1.077,0.02381,0.49,0.09,284.31,187.92,5.44,65.64,12.53,6.7,11.8,3.97,2.48,0.56,0.48,0.65,0.59,0.42,0.44,0.39,0.46,0.56,0.45,0.45,0.44,227,214,222,216,218,196,194,235,240,240,250,221,5.73,1.12,2.29,75.36,0.27,0.01,1.86,0.3,0.84,0.08,0.05,0.06,0.05,0.04,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,93.55,0.04,0.01,0.03,0.02,82.91,0.82,0.09,179.73,0,6.31,4.93,7.23,6.45,4.65,3.44,3.79,5.49,6.52,5.23,5.26,4.54,85.11,160.9,82.19,11.98,2.92,15,0.42,0.37,48.83,37.69,38.87,25.79,29.98,37.95,29.84,19.38,36.68,56.5,39.96,12.57,90.12,52.27,35.77,39.77,31.5,39.96,19.54,2.23,0.81,0,0.01,0.01,0.06,0.2,Inf,92.39,106.4,80.77,47.17,0,0.12,0.7,0.46,0.19,4.53,32.06,0,0,0,14.35,6.87,3.51,1.41,0.85,41.86,45.16,37.18,30.29,30.32,166.65,40.76,16.37,2.59,2.21,18.4,7.6,2.3,1.68,2.28,28.96,60.83,2,213.8,0.77,77.24,0.33,273.09,54.42,0.18,0.01,223.67,77.17,0.32,1.11,206.4,0.42,319.28,0.27,1.19,0.38,137.5,5.6,
CF300,10/1/88,9/30/14,0.53,0.8,0.75,0.57,0.05,0.04,-0.91,0.49,0.34,2.98,0.01727,0.0423625,0.096115,0.2827,1.1375,0.0253725,0.53,0.1,282.4,187.09,5.3,65.96,12.29,6.68,11.21,3.78,2.41,0.6,0.52,0.7,0.63,0.45,0.47,0.42,0.5,0.6,0.48,0.48,0.48,226,213,221,215,218,197,195,238,243,242,251,222,5.68,1.12,2.28,75.46,0.26,0.01,1.87,0.29,0.83,0.07,0.06,0.06,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.05,100.13,0.03,0.01,0.01,0.02,87.18,0.69,0.09,196.8,0,6.78,5.27,7.76,6.9,4.98,3.69,4.08,5.91,7.07,5.64,5.67,4.87,85.23,154.7,79.39,11.38,2.83,14.63,0.41,0.37,47.39,36.06,37.37,25.11,29.15,37.04,28.82,19.35,38.09,57.27,40.12,11.95,88.04,50.62,35.38,39.69,31.19,40.12,19.46,2.35,0.81,0,0.01,0.01,0.07,0.22,Inf,94.79,111.16,77.78,47.15,0,0.1,0.73,0.44,0.18,4.46,31.66,0,0,0,15.45,7.34,3.75,1.51,0.91,41.92,45.41,37.32,30.45,30.55,160.74,39.02,15.71,2.58,2.2,19.74,9.53,2.26,1.64,2.27,29.15,60.83,2,213.8,0.77,77.66,0.33,272.23,52.82,0.18,0.01,223.67,77.17,0.32,1.18,207.85,0.45,324.96,0.28,1.16,0.39,138.96,6.35,
CF301,10/1/88,9/30/14,0.5,0.8,0.75,0.57,0.06,0.04,-0.91,0.47,0.34,2.98,0.016515,0.0399575,0.08815,0.2693,1.104,0.02419,0.5,0.09,285.99,188.27,5.56,66.96,12.62,6.74,12.1,4.05,2.55,0.58,0.49,0.67,0.6,0.43,0.45,0.4,0.47,0.58,0.46,0.46,0.46,227,214,222,216,219,196,195,237,242,241,250,222,5.73,1.12,2.29,75.36,0.27,0.01,1.86,0.3,0.84,0.08,0.06,0.06,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,95.87,0.04,0.01,0.02,0.02,84.64,0.74,0.09,191.17,0,6.48,5.05,7.41,6.61,4.76,3.53,3.9,5.64,6.72,5.39,5.41,4.66,85.05,163.98,84.31,12.28,2.99,14.86,0.42,0.37,50.67,38.57,39.82,26.45,30.62,38.7,30.62,19.35,36.64,57.42,40,12.59,91.04,52.81,35.42,40,31.77,40,19.5,2.15,0.81,0,0.01,0.01,0.06,0.21,Inf,92.92,107.09,83.87,46.31,0,0.11,0.68,0.45,0.19,4.48,32.63,0,0,0,14.73,7.03,3.59,1.44,0.87,41.89,45.27,37.26,30.41,30.37,167.1,40.73,16.34,2.59,2.21,18.52,7.59,2.3,1.67,2.27,28.84,60.83,2,213.8,0.77,77.3,0.33,270.15,50.43,0.18,0.01,223.67,77.17,0.32,1.14,205.88,0.43,321.89,0.27,1.2,0.39,137.69,6.13,
CF302,10/1/88,9/30/14,0.79,0.53,0.42,0.28,0.09,0.17,-0.25,0.78,0.45,1.61,0.081425,0.207275,0.5216,1.021,1.6235,0.12005,0.79,0.52,137.85,86.29,1.52,19.95,7.39,4.93,2.97,1.97,1.56,1,1.04,1.16,0.82,0.5,0.51,0.51,0.62,1,0.88,0.71,0.77,57,50,49,56,61,75,75,95,115,101,65,80,6.21,1.39,2.81,88.31,0.33,0.01,1.96,0.57,1.26,0.01,0.57,0.66,0.69,0.46,0.23,0.19,0.25,0.32,0.34,0.39,0.36,0.43,104.99,0.07,0.05,0.05,0.07,66.16,4.85,0.68,85.66,0,3.2,3.02,3.91,2.76,1.83,3.05,1.93,2.64,7.73,4.83,2.92,3.09,147.85,19.92,8.69,3.12,1.96,28.17,-0.15,0.22,31.89,11.37,10.04,6.04,9.29,16.52,8.07,9,53.43,15.35,9.04,28.25,40.46,5.12,9.58,9.12,4.23,9.04,9.5,3.12,0.5,0.04,0.05,0.06,0.13,0.25,86.77,81.9,79.69,111.35,88.4,0.08,0.12,0.25,0.4,0.16,8.7,51.83,0,0,0,14.44,6.43,3.61,2.12,1.39,67.75,61.53,50.56,42.07,47.45,27.68,6.92,4.06,2.87,7.67,84.28,28.58,4.05,1.17,10.1,50.39,81.94,2,262.3,0.72,73.69,0.54,237.97,64.33,0.18,0.01,278.08,77.28,0.22,0.41,451.5,0.19,584.92,0.31,0.09,0.06,144.15,10.71,
CF303,10/1/88,9/30/14,0.46,0.44,0.39,0.32,0.07,0.12,0.07,0.47,0.3,1.35,0.10825,0.199175,0.358,0.556475,0.8191,0.14315,0.46,0.36,120.52,63.75,1.28,7.57,3.63,2.8,1.98,1.25,0.99,0.53,0.52,0.58,0.47,0.35,0.37,0.35,0.4,0.57,0.55,0.45,0.46,60,56,63,57,66,78,75,79,100,102,61,72,5.8,0.83,1.74,66.18,0.13,0.02,1.44,0.39,0.75,-0.01,0.3,0.32,0.33,0.26,0.16,0.16,0.17,0.2,0.23,0.26,0.25,0.27,76.34,0.14,0.11,0.13,0.15,61.78,11.33,0.67,105.93,0,1.99,1.85,2.39,1.58,1.34,1.77,1.36,1.93,3.53,3.36,1.65,1.76,119.06,14.75,7.15,2.28,1.55,29.29,0.55,0.26,11.62,5.05,6.72,3.78,7.48,13.55,4.41,12.42,54.51,5.88,18.08,21.16,16.88,3.85,16.73,10.81,3.62,18.08,13,2.73,0.65,0.06,0.06,0.07,0.12,0.22,98.83,103.16,92.71,65.09,51.38,0.17,0.2,0.34,0.56,0.3,7.12,52.36,0,0,0,7.09,3.1,1.8,1.09,0.74,62.47,54.08,43.68,38.55,33.72,19.8,5.03,3.04,2.36,4.62,75.59,14.13,1.45,1.05,5.31,38.3,53.71,2,230.9,0.71,71.36,0.41,242.28,70.97,0.18,0.01,278.43,70.5,0.2,0.28,335.41,0.13,449.03,0.31,0.12,0.04,140.92,8.41,
CF304,10/1/88,9/30/14,0.49,0.44,0.4,0.32,0.07,0.12,0.07,0.49,0.3,1.36,0.1132,0.20835,0.37485,0.583425,0.858,0.1497,0.49,0.37,119.72,63.83,1.32,7.59,3.64,2.8,2.01,1.27,1.01,0.55,0.54,0.61,0.49,0.37,0.39,0.36,0.42,0.6,0.57,0.47,0.48,61,56,64,57,66,79,75,80,101,103,61,72,5.82,0.83,1.74,66.25,0.13,0.02,1.44,0.39,0.75,-0.01,0.31,0.33,0.35,0.28,0.17,0.16,0.18,0.21,0.24,0.27,0.26,0.28,76.4,0.14,0.11,0.13,0.15,61.82,11.29,0.67,106.09,0,2.11,1.95,2.53,1.68,1.42,1.87,1.44,2.05,3.73,3.57,1.75,1.87,118.98,14.96,7.37,2.32,1.58,28.29,0.56,0.27,12.17,5.2,6.66,3.87,7.59,13.48,4.53,12.5,54.36,5.88,18.38,20.76,17.73,4.15,16.65,11.08,3.88,18.38,13.04,2.73,0.65,0.06,0.07,0.08,0.13,0.23,103.44,92.57,84.97,63.03,51.55,0.16,0.21,0.35,0.56,0.3,7.08,52.8,0,0,0,7.5,3.27,1.9,1.15,0.78,62.4,54.07,43.65,38.49,33.62,20.01,5.07,3.07,2.36,4.54,75.84,14.16,1.45,1.05,5.2,38.21,53.71,2,230.9,0.71,71.45,0.41,242.28,70.97,0.18,0.01,278.43,70.5,0.2,0.3,332.09,0.13,477.07,0.31,0.12,0.04,140.77,8.39,
CF305,10/1/88,9/30/14,0.45,0.44,0.39,0.32,0.07,0.12,0.07,0.45,0.3,1.34,0.105,0.1931,0.3465,0.5372,0.7923,0.1391,0.45,0.35,117.61,63.63,1.29,7.55,3.62,2.78,1.96,1.24,0.98,0.51,0.5,0.56,0.45,0.34,0.36,0.33,0.39,0.55,0.53,0.44,0.44,59,55,62,56,64,77,73,78,98,101,59,70,5.78,0.83,1.74,66.11,0.13,0.02,1.44,0.39,0.75,-0.01,0.29,0.31,0.32,0.26,0.16,0.15,0.16,0.19,0.22,0.25,0.24,0.26,76.18,0.14,0.11,0.13,0.15,61.42,11.46,0.68,105.06,0,1.89,1.77,2.27,1.51,1.28,1.68,1.29,1.84,3.37,3.21,1.57,1.67,119.51,14.47,6.99,2.26,1.53,30.2,0.54,0.26,11.49,4.92,6.83,3.73,7.37,13.65,4.37,12.35,53.72,5.77,17.73,21.73,16.77,3.62,16.62,10.73,3.42,17.73,12.88,2.69,0.65,0.05,0.06,0.07,0.12,0.21,114.66,99.68,89.55,62.74,51.93,0.14,0.2,0.35,0.56,0.3,7.08,53,0,0,0,6.77,2.97,1.73,1.05,0.71,62.75,54.24,43.68,38.46,33.85,19.54,4.99,3.03,2.35,4.73,77.88,14.15,1.46,1.05,5.43,38.36,53.71,2,230.9,0.71,71.35,0.41,242.28,70.97,0.18,0.01,278.43,70.5,0.2,0.27,332.7,0.12,461.87,0.3,0.12,0.04,140.31,8.44,
CF306,10/1/88,9/30/14,0.45,0.44,0.39,0.32,0.07,0.12,0.07,0.45,0.3,1.34,0.1054,0.19385,0.34785,0.539525,0.7957,0.139525,0.45,0.35,118.2,63.67,1.29,7.55,3.62,2.78,1.97,1.24,0.99,0.51,0.5,0.56,0.45,0.34,0.36,0.33,0.39,0.55,0.53,0.44,0.44,59,55,62,56,64,77,73,78,99,101,60,70,5.78,0.83,1.74,66.14,0.13,0.02,1.44,0.39,0.75,-0.01,0.29,0.31,0.33,0.26,0.16,0.15,0.16,0.19,0.23,0.25,0.24,0.26,76.25,0.14,0.11,0.13,0.15,61.63,11.42,0.68,105.49,0,1.9,1.77,2.28,1.52,1.28,1.69,1.3,1.85,3.39,3.22,1.58,1.68,119.53,14.49,7.03,2.27,1.54,30.12,0.54,0.26,11.62,4.97,6.75,3.75,7.41,13.57,4.39,12.35,53.72,5.85,17.69,21.49,16.85,3.69,16.58,10.73,3.5,17.69,12.92,2.73,0.65,0.05,0.06,0.07,0.12,0.21,115.21,100.17,89.99,63.04,52.17,0.14,0.2,0.34,0.56,0.3,7.08,52.99,0,0,0,6.8,2.99,1.74,1.06,0.72,62.79,54.13,43.63,38.28,33.53,19.55,5,3.05,2.35,4.73,77.73,14.16,1.46,1.05,5.44,38.32,53.71,2,230.9,0.71,71.35,0.41,242.28,70.97,0.18,0.01,278.43,70.5,0.2,0.27,333.81,0.12,464.58,0.31,0.12,0.04,140.85,8.38,
CF307,10/1/88,9/30/14,1.1,0.45,0.43,0.36,0.06,0.1,0.14,1.11,0.3,1.49,0.2591,0.4628,0.82255,1.271,1.8825,0.3388,1.1,0.82,132.43,63.75,1.34,7.28,3.53,2.75,1.98,1.24,0.99,1.24,1.21,1.38,1.08,0.81,0.88,0.82,0.98,1.37,1.29,1.06,1.07,68,59,72,62,69,84,81,87,107,112,66,78,6.12,0.83,1.76,67.14,0.13,0.02,1.41,0.39,0.76,-0.01,0.69,0.74,0.77,0.61,0.37,0.37,0.4,0.48,0.54,0.6,0.57,0.62,74.32,0.15,0.12,0.14,0.15,59.49,11.73,0.66,100.32,0,5.22,4.45,6.38,4.13,3.44,4.72,3.73,5.36,9.28,8.89,4.3,4.62,118.8,17.44,8.66,2.3,1.55,18.15,0.66,0.3,12.76,5.66,7.35,4.3,8.08,14.1,5.02,12.15,56.08,5.5,18.35,22.18,18.12,5.15,16.54,12.27,4.62,18.35,12.69,2.73,0.65,0.14,0.15,0.18,0.3,0.51,97.5,94.25,82.38,60.63,51.72,0.17,0.22,0.36,0.56,0.31,7.21,53.38,0,0,0,18.65,7.96,4.51,2.62,1.75,60.37,53.28,44.35,40.21,34.22,22.67,5.48,3.19,2.39,4.37,76.69,14.31,1.35,1.1,5.23,39.58,65.71,2,262.1,0.52,58.95,0.53,219.47,69.76,0.18,0.01,278.43,70.5,0.21,0.73,339.32,0.34,470.37,0.32,0.1,0.04,142.62,8.45,
CF308,10/1/88,9/30/14,0.37,0.63,0.56,0.41,0.06,0.14,-1.15,0.34,0.45,2.14,0.02107,0.0646175,0.1897,0.4037,0.73905,0.033825,0.37,0.19,196.64,103.64,1.95,35.12,9.76,6.25,3.78,2.24,1.78,0.45,0.49,0.6,0.46,0.33,0.34,0.28,0.28,0.4,0.28,0.28,0.31,141,112,114,105,123,143,141,181,197,188,165,154,7.36,1.4,2.51,86.47,0.35,0.01,2.49,0.46,1.18,0.09,0.17,0.24,0.26,0.2,0.11,0.09,0.1,0.08,0.08,0.07,0.08,0.13,117.81,0.05,0.03,0.04,0.04,82.95,2.6,0.48,107.17,0,3.09,2.95,3.77,2.55,2.39,2.48,1.66,2.71,3.77,2.64,2.2,2.04,104.37,44.42,20.71,3.89,2.12,23.28,-0.03,0.25,21.99,11.99,11.86,7.72,11.24,17.69,9.8,14.42,53.89,32.85,22.65,24.78,54.96,14.19,21.38,21.31,12.19,22.65,14.5,3.19,0.62,0.01,0.01,0.02,0.06,0.13,110.19,122.55,107.69,156.51,85.73,0.05,0.11,0.32,0.34,0.11,6.41,31.49,0,0,0,8.49,3.89,2.04,1.01,0.67,49.33,49.04,50.19,46.92,45.13,44.75,10.75,5.32,2.64,2.61,92.85,13.49,2.64,1.14,4.51,48.96,70.06,2,237.7,0.72,72.19,0.5,283.52,46.06,0.18,0.01,114.1,79.92,0.16,0.4,289.93,0.2,386.3,0.33,0.21,0.12,158,7.57,
CF309,10/1/88,9/30/14,13.45,0.44,0.38,0.29,0.1,0.09,-0.12,13.7,0.28,1.17,2.8485,5.6195,10.14,16.19,25.84,3.75475,13.45,10.14,106.55,69.67,1.33,9.09,3.83,2.88,2.27,1.32,1.04,14.38,15.58,17.18,14.12,10.24,10.75,11.04,12.55,17.25,14.15,12.37,12.04,55,60,64,69,78,95,89,97,102,87,80,69,4.17,0.84,1.61,60.83,0.17,0.02,1.22,0.36,0.74,-0.02,8.01,9.24,9.94,7.36,4.26,3.66,4.58,5.75,6.34,6.9,6.13,6.73,78.24,0.11,0.09,0.1,0.13,57.65,9.23,0.62,73.4,0,45.24,48.14,64.42,55,42.52,49.02,41.62,50.22,98.74,73.65,52.79,44.76,91.82,12.62,6.95,2.55,1.6,11.48,0.2,0.22,8.78,3.57,5.37,3.2,5.81,11.98,3.92,15.08,51.82,4.73,24.38,21.55,24.27,3.62,23.42,15.19,3.04,24.38,15.54,3.54,0.46,1.25,1.43,1.84,3.77,6.62,73.69,65.58,55.12,50.38,40.61,0.12,0.18,0.37,0.55,0.28,5.83,37.81,0,0,0,164.27,86.04,51.58,29.75,20.69,60.03,49.66,44.86,35.32,34.19,16.2,5.09,2.93,2.22,3.03,66.2,10.1,1.5,1.16,3.94,34.14,68.4,2,210.3,0.28,35.99,0.42,201.46,63.09,0.18,0.01,233.47,71.63,0.25,10.33,214.74,3.73,311.5,0.27,0.32,0.08,134.81,5.4,
CF310,10/1/88,9/30/14,9.1,0.5,0.53,0.44,0.08,0.14,1.52,9.14,0.25,1.82,2.0475,3.53175,5.92,9.311,15.32,2.63,9.1,5.92,165.38,74.57,1.54,7.49,3.39,2.64,2.24,1.26,0.98,8.1,8.44,9.48,7.43,6.63,6.77,7.78,11.03,15.75,11.16,9.05,7.61,78,74,103,96,106,101,124,123,116,87,91,75,7.41,0.82,1.69,68.85,0.19,0.02,0.98,0.41,0.65,0,4.61,5.08,3.73,1.73,2.82,2.3,2.95,4.02,5.81,6.2,4.97,4.36,73.43,0.08,0.05,0,0.17,64.35,5.18,0.55,165.98,0,36.49,35.21,56.53,39.99,38.69,32.03,46.92,75.58,110.45,66.49,50.35,34.6,119.94,31.51,12.03,2.59,1.57,10.5,0.58,0.42,12.36,7.3,9.78,4.87,8.35,14.89,5.88,14.96,46.86,4.77,24.5,20.53,28.81,9.04,22.69,17.35,6.62,24.5,15.81,1.58,0.58,0.43,1.18,1.57,2.68,4.29,167.29,83.08,65.68,48.3,39.78,0.07,0.27,0.45,0.6,0.35,5.71,44.29,0,0,0,190.02,101.19,56.74,23.92,14.66,63.16,60.1,59.83,44.23,32.73,32.1,9.58,4.04,2.09,3.23,56.85,9.49,1.64,1.38,3.88,28.08,76.12,2.1,254.5,0.24,33.71,0.73,108.63,50.07,0.19,0.01,243.97,63.23,0.41,8.92,282.79,3.37,383.87,0.27,0.22,0.07,132.73,8.24,
CF311,10/1/88,9/30/14,3.67,0.43,0.45,0.39,0.09,0.16,1.37,3.66,0.24,1.51,1.029,1.72175,2.721,4.13625,6.038,1.301,3.67,2.72,133.65,61.09,1.35,5.87,2.99,2.4,1.84,1.12,0.89,3.37,3.47,3.82,3.11,2.66,2.58,3.03,4.21,6.13,4.72,3.76,3.19,56,52,79,76,75,79,95,97,94,69,65,57,6.57,0.76,1.55,63.41,0.17,0.02,0.96,0.41,0.63,0,2.18,2.36,1.77,0.76,1.35,1.08,1.46,2.05,2.83,2.98,2.36,2.08,70.54,0.09,0.07,0.01,0.2,60.57,7.04,0.66,158.7,0,11.87,10.9,18.41,13.39,11.13,10.48,15.01,23.73,38.68,22.64,16.07,11.46,129.46,20.44,8.78,2.22,1.52,14.38,0.77,0.36,10.77,6.1,9.12,3.89,7.61,14.56,4.66,13,45.06,3.35,20.38,21.14,18.88,4.96,19.23,11.58,3.65,20.38,13.92,1.62,0.5,0.25,0.6,0.75,1.15,1.79,157.91,76.39,63.09,47.49,40.3,0.09,0.28,0.42,0.63,0.38,6.1,52.3,0,0,0,64.5,34.15,19.1,8.86,5.78,71.16,64.83,62.02,42.93,30.46,23.7,7.02,3.26,2.03,4.22,54.34,11.8,1.63,1.41,4.69,29.88,81.54,2.1,236,0.14,24.48,0.69,101.91,39.26,0.19,0.01,245.53,53.1,0.62,2.72,316.57,1.01,434.67,0.27,0.15,0.04,130.12,7.37,
CF312,10/1/88,9/30/14,14.09,0.44,0.39,0.29,0.1,0.09,-0.07,14.37,0.27,1.17,3.0125,5.92875,10.61,16.9425,26.915,3.98375,14.09,10.61,107.06,69.59,1.33,8.95,3.79,2.86,2.25,1.32,1.04,15,16.22,17.9,14.72,10.69,11.3,11.61,13.25,18.13,14.86,12.99,12.62,55,60,65,70,79,95,89,97,102,88,80,69,4.21,0.84,1.61,60.44,0.18,0.02,1.2,0.36,0.73,-0.02,8.36,9.6,10.32,7.73,4.42,3.84,4.82,6.04,6.69,7.26,6.45,7.05,77.56,0.12,0.09,0.11,0.13,57.95,9.41,0.62,75.21,0,47.41,50.59,67.94,57.99,44.65,51.55,44.05,53.36,104.03,77.92,55.64,47.2,91.87,12.7,7.07,2.54,1.6,11.23,0.25,0.22,8.65,3.55,5.25,3.21,5.81,11.87,3.92,15.23,50.15,4.62,24.65,22.16,24.46,3.73,23.77,15.42,3.15,24.65,15.69,3.73,0.46,1.34,1.53,1.96,3.97,6.98,75.3,66.68,55.96,49.56,39.99,0.13,0.18,0.37,0.56,0.28,5.51,37.43,0,0,0,173.22,90.69,54.15,31.09,21.63,60.19,49.67,45.28,35.3,33.97,16.33,5.1,2.93,2.21,3.06,67.89,10.01,1.49,1.15,3.93,27.23,68.4,2,210.3,0.29,36.75,0.42,201.09,63.2,0.18,0.01,233.47,71.63,0.25,10.85,215.29,3.96,310.82,0.27,0.32,0.08,135.65,5.1,
